,county_id,csa_id,centrality
481,17161,209,Central
482,19163,209,Central
483,47143,174,Central
484,39057,212,Central
485,39109,212,Central
486,39113,212,Central
487,01079,290,Outlying
488,01103,290,Central
490,18001,258,Central
493,12035,422,Central
494,12127,422,Central
496,08001,216,Central
497,08005,216,Central
498,08014,216,Central
499,08019,216,Outlying
500,08031,216,Central
501,08035,216,Central
502,08039,216,Outlying
503,08047,216,Outlying
504,08059,216,Central
505,08093,216,Outlying
506,22011,217,Central
507,19049,218,Central
508,19077,218,Outlying
509,19099,218,Outlying
510,19121,218,Outlying
511,19153,218,Central
512,19181,218,Outlying
513,26163,220,Central
514,26087,220,Outlying
515,26093,220,Outlying
516,26099,220,Central
517,26125,220,Central
518,26147,220,Outlying
521,17103,221,Central
523,01061,222,Outlying
524,01067,222,Outlying
525,01069,222,Central
528,10001,428,Central
532,42033,524,Central
541,40013,206,Central
542,37037,450,Central
543,37063,450,Central
544,37077,450,Outlying
545,37135,450,Central
546,37145,450,Outlying
549,24041,548,Central
550,42089,408,Central
551,55017,232,Central
552,55035,232,Central
553,08037,233,Central
555,48481,288,Central
558,37139,545,Central
559,37143,545,Outlying
560,21093,350,Central
561,21123,350,Outlying
562,21163,350,Outlying
564,18039,515,Central
569,36015,236,Central
570,48141,238,Central
571,48229,238,Outlying
576,42049,240,Central
578,35039,106,Central
591,54049,390,Central
593,27027,244,Central
594,38017,244,Central
595,27131,378,Central
596,29187,476,Central
598,37051,246,Central
599,37085,246,Outlying
600,37093,246,Central
605,32019,456,Central
606,39063,534,Central
609,26049,220,Central
616,05123,368,Central
620,17067,161,Outlying
621,19111,161,Central
622,29045,161,Outlying
624,01049,497,Central
625,22115,217,Central
630,18003,258,Central
631,18183,258,Outlying
632,18023,320,Central
633,21005,336,Outlying
634,21073,336,Central
635,48171,314,Central
636,17177,466,Central
637,31053,420,Central
638,39143,534,Central
639,06019,260,Central
641,45021,273,Central
642,12001,264,Central
643,12041,264,Outlying
644,12075,264,Outlying
645,13139,122,Central
646,48097,206,Central
651,32005,456,Central
652,45043,396,Central
653,42001,276,Central
657,21009,150,Central
658,21169,150,Outlying
659,36113,104,Central
660,36115,104,Central
661,08045,233,Central
662,08097,233,Outlying
663,36035,104,Central
665,48221,206,Central
673,26067,266,Outlying
674,26081,266,Central
675,26117,266,Outlying
676,26139,266,Outlying
678,41033,366,Central
681,08123,216,Central
682,55009,267,Central
683,55061,267,Outlying
684,55083,267,Outlying
686,37081,268,Central
687,37151,268,Outlying
688,37157,268,Outlying
689,18031,294,Central
691,37147,272,Central
692,39037,212,Central
693,45007,273,Outlying
694,45045,273,Central
695,45059,273,Outlying
696,45077,273,Central
699,45047,273,Central
701,72015,490,Central
702,72057,490,Central
703,72109,490,Central
709,24043,548,Central
710,54003,548,Central
711,54065,548,Outlying
714,22105,406,Central
715,06031,260,Central
716,29127,448,Central
717,29173,448,Outlying
718,42041,276,Central
719,42043,276,Central
720,42099,276,Outlying
723,51165,277,Central
724,51660,277,Central
725,09003,278,Central
726,09007,278,Central
727,09013,278,Central
729,28031,279,Outlying
730,28035,279,Central
731,28073,279,Central
732,28111,279,Outlying
734,49043,482,Central
735,49051,482,Outlying
739,37181,450,Central
751,13179,496,Central
752,13183,496,Outlying
754,26005,266,Central
759,05051,284,Central
764,48015,288,Outlying
765,48039,288,Central
766,48071,288,Central
767,48157,288,Central
768,48167,288,Central
769,48201,288,Central
770,48291,288,Outlying
771,48339,288,Outlying
772,48473,288,Outlying
773,36021,104,Central
774,42061,107,Central
775,18069,258,Central
776,21019,170,Central
777,21043,170,Outlying
778,21089,170,Central
779,39087,170,Central
780,54011,170,Central
781,54079,170,Central
782,54099,170,Central
783,01083,290,Outlying
784,01089,290,Central
785,48471,288,Central
789,27085,378,Central
790,16019,292,Central
791,16023,292,Outlying
792,16051,292,Outlying
793,42063,430,Central
794,18011,294,Central
795,18013,294,Outlying
796,18057,294,Central
797,18059,294,Central
798,18063,294,Central
799,18081,294,Central
800,18095,294,Outlying
801,18097,294,Central
802,18109,294,Central
803,18133,294,Outlying
804,18145,294,Outlying
805,28133,185,Central
806,19103,168,Central
807,19183,168,Outlying
808,26043,361,Central
809,55037,361,Outlying
810,36109,296,Central
812,28029,298,Outlying
813,28049,298,Central
814,28051,298,Outlying
815,28089,298,Central
816,28121,298,Central
817,28127,298,Outlying
818,28163,298,Outlying
820,47023,297,Outlying
821,47033,297,Outlying
822,47053,297,Outlying
823,47113,297,Central
826,12003,300,Outlying
827,12019,300,Central
828,12031,300,Central
829,12089,300,Outlying
830,12109,300,Outlying
831,17137,522,Central
832,17171,522,Outlying
834,48073,540,Central
837,55105,357,Central
838,01127,142,Central
842,13157,122,Central
847,22053,324,Central
848,13305,496,Central
849,47019,304,Central
850,47171,304,Outlying
851,47179,304,Central
852,42021,306,Central
853,05031,308,Central
854,05111,308,Outlying
855,29097,309,Central
856,29145,309,Outlying
859,26077,310,Central
861,17091,176,Central
862,20091,312,Central
863,20103,312,Outlying
864,20107,312,Outlying
865,20121,312,Outlying
866,20209,312,Central
867,29013,312,Outlying
868,29025,312,Outlying
869,29037,312,Central
870,29047,312,Central
871,29049,312,Outlying
872,29095,312,Central
873,29107,312,Outlying
874,29165,312,Central
875,29177,312,Outlying
880,18113,258,Central
882,53005,313,Central
883,53021,313,Central
884,48265,314,Central
886,12087,370,Central
887,37055,545,Central
891,47073,304,Central
892,47163,304,Central
893,51169,304,Outlying
894,51191,304,Outlying
895,51520,304,Outlying
896,36111,408,Central
897,48261,204,Outlying
898,48273,204,Central
899,37107,272,Central
903,47001,315,Central
904,47009,315,Central
905,47013,315,Outlying
906,47093,315,Central
907,47105,315,Central
908,47129,315,Outlying
909,47145,315,Outlying
910,47173,315,Outlying
911,18067,316,Central
912,33001,148,Central
915,22001,318,Outlying
916,22045,318,Central
917,22055,318,Central
918,22099,318,Outlying
919,22113,318,Outlying
920,18007,320,Outlying
921,18015,320,Outlying
922,18157,320,Central
923,18171,320,Outlying
925,01017,122,Outlying
926,13285,122,Central
927,22019,324,Central
928,22023,324,Outlying
929,12023,264,Central
931,12105,422,Central
940,35013,238,Central
941,35033,106,Outlying
942,35047,106,Central
943,32003,332,Central
944,28061,279,Outlying
945,28067,279,Central
946,37165,246,Central
947,20045,312,Central
948,47099,400,Central
956,42075,276,Central
957,48219,352,Central
958,42119,146,Central
959,47117,400,Central
962,23001,438,Central
966,21017,336,Outlying
967,21049,336,Outlying
968,21067,336,Central
969,21113,336,Outlying
970,21209,336,Outlying
971,21239,336,Outlying
973,39003,338,Central
974,17107,522,Central
975,31109,339,Central
976,31159,339,Outlying
977,05045,340,Outlying
978,05053,340,Outlying
979,05085,340,Central
980,05105,340,Outlying
981,05119,340,Central
982,05125,340,Central
983,42035,558,Central
995,53015,440,Central
996,35028,106,Central
997,06059,348,Central
998,06037,348,Central
999,18019,350,Central
1000,18043,350,Central
1001,18061,350,Outlying
1002,18175,350,Outlying
1003,21029,350,Central
1004,21103,350,Outlying
1005,21111,350,Central
1006,21185,350,Central
1007,21211,350,Outlying
1008,21215,350,Outlying
1009,48107,352,Outlying
1010,48303,352,Central
1011,48305,352,Outlying
1014,37155,246,Central
1021,13021,356,Central
1022,13079,356,Outlying
1023,13169,356,Outlying
1024,13207,356,Outlying
1025,13289,356,Outlying
1026,06039,260,Central
1028,55021,357,Outlying
1029,55025,357,Central
1030,55045,357,Outlying
1031,55049,357,Outlying
1035,05059,284,Central
1036,33011,148,Central
1041,27013,359,Central
1042,27103,359,Central
1043,39139,360,Central
1044,39167,425,Central
1045,26109,361,Central
1046,55075,361,Central
1048,37111,120,Central
1049,39101,198,Central
1054,47183,362,Central
1060,72067,364,Central
1061,72083,364,Outlying
1062,72097,364,Central
1063,21083,424,Central
1064,21161,178,Central
1066,48215,365,Central
1070,42039,240,Central
1071,41029,366,Central
1072,05035,368,Central
1073,28033,368,Central
1074,28093,368,Outlying
1075,28137,368,Outlying
1076,28143,368,Outlying
1077,47047,368,Outlying
1078,47157,368,Central
1079,47167,368,Outlying
1080,55033,232,Central
1081,06047,488,Central
1085,29007,190,Central
1086,40115,309,Central
1087,12011,370,Central
1088,12086,370,Central
1089,12099,370,Central
1090,18091,176,Central
1092,26111,474,Central
1093,48317,372,Outlying
1094,48329,372,Central
1097,55079,376,Central
1098,55089,376,Central
1099,55131,376,Outlying
1100,55133,376,Central
1101,22119,508,Central
1102,48363,206,Central
1103,27003,378,Central
1104,27019,378,Central
1105,27025,378,Outlying
1106,27037,378,Central
1107,27053,378,Central
1108,27059,378,Outlying
1109,27079,378,Outlying
1110,27095,378,Outlying
1111,27123,378,Central
1112,27139,378,Central
1113,27141,378,Central
1114,27163,378,Central
1115,27171,378,Central
1116,55093,378,Outlying
1117,55109,378,Outlying
1124,29175,190,Central
1125,01097,380,Central
1126,01129,380,Outlying
1127,06099,488,Central
1128,22067,384,Outlying
1129,22073,384,Central
1130,22111,384,Outlying
1131,26115,220,Central
1132,01001,388,Central
1133,01051,388,Central
1134,01085,388,Outlying
1135,01101,388,Central
1138,37031,404,Central
1139,22101,318,Central
1140,54061,390,Central
1141,54077,390,Outlying
1142,47057,315,Outlying
1143,47063,315,Central
1144,47089,315,Central
1145,16057,446,Central
1146,53025,393,Central
1149,16039,147,Central
1150,37171,268,Central
1151,54045,170,Central
1152,26073,394,Central
1155,21011,336,Outlying
1156,21165,336,Outlying
1157,21173,336,Central
1159,39083,198,Central
1160,53057,500,Central
1161,18035,294,Central
1163,19139,209,Central
1164,26121,266,Central
1165,40101,538,Central
1166,37019,396,Central
1167,45051,396,Central
1169,06055,488,Central
1170,12021,163,Central
1171,47015,400,Outlying
1172,47021,400,Outlying
1173,47037,400,Central
1174,47043,400,Outlying
1175,47111,400,Outlying
1176,47119,400,Outlying
1177,47147,400,Outlying
1178,47149,400,Outlying
1179,47159,400,Outlying
1180,47165,400,Central
1181,47169,400,Outlying
1182,47187,400,Central
1183,47189,400,Central
1187,37049,404,Central
1188,37103,404,Outlying
1189,37137,404,Outlying
1190,45071,192,Central
1191,18065,294,Central
1192,42073,430,Central
1193,09009,408,Central
1194,22051,406,Central
1195,22071,406,Central
1196,22075,406,Central
1197,22087,406,Central
1198,22089,406,Central
1199,22093,406,Outlying
1200,22095,406,Central
1201,22103,406,Outlying
1202,39157,184,Central
1204,47029,315,Central
1205,27015,359,Central
1206,36059,408,Central
1207,36103,408,Central
1208,34013,408,Central
1209,34019,408,Central
1210,34027,408,Central
1211,34037,408,Central
1212,34039,408,Central
1213,42103,408,Outlying
1214,34023,408,Central
1215,34025,408,Central
1216,34029,408,Central
1217,34035,408,Central
1218,34003,408,Central
1219,34017,408,Central
1220,34031,408,Central
1221,36005,408,Central
1222,36047,408,Central
1223,36061,408,Central
1224,36079,408,Central
1225,36081,408,Central
1226,36085,408,Central
1227,36087,408,Central
1228,36119,408,Central
1229,26021,515,Central
1230,04023,536,Central
1237,12081,412,Central
1238,12115,412,Central
1239,18079,294,Central
1241,39077,184,Central
1242,09011,278,Central
1243,53029,500,Central
1245,34009,428,Central
1246,48135,372,Central
1247,49003,482,Central
1248,49011,482,Central
1249,49029,482,Outlying
1250,49057,482,Central
1254,40017,416,Central
1255,40027,416,Central
1256,40051,416,Outlying
1257,40081,416,Outlying
1258,40083,416,Central
1259,40087,416,Outlying
1260,40109,416,Central
1261,36009,160,Central
1262,53067,500,Central
1263,19085,420,Outlying
1264,19129,420,Outlying
1265,19155,420,Central
1266,31025,420,Outlying
1267,31055,420,Central
1268,31153,420,Central
1269,31155,420,Outlying
1270,31177,420,Outlying
1272,16075,147,Central
1273,41045,147,Central
1274,22097,318,Central
1275,45075,192,Central
1276,12069,422,Outlying
1277,12095,422,Central
1278,12097,422,Outlying
1279,12117,422,Central
1280,55139,118,Central
1281,19123,218,Central
1282,53001,393,Central
1283,17011,176,Central
1284,17099,176,Central
1285,17155,176,Outlying
1286,20059,312,Central
1288,27147,378,Central
1293,06111,348,Central
1294,01045,222,Central
1295,17127,424,Outlying
1296,21007,424,Outlying
1297,21139,424,Outlying
1298,21145,424,Central
1299,32023,332,Central
1300,12107,300,Central
1303,48179,108,Central
1304,48393,108,Outlying
1306,05055,308,Central
1309,54105,425,Outlying
1310,54107,425,Central
1312,04007,429,Central
1313,48163,484,Central
1316,19125,218,Central
1317,12033,426,Central
1318,12113,426,Central
1325,18103,316,Central
1326,34005,428,Central
1327,34007,428,Central
1328,34015,428,Central
1329,42017,428,Central
1330,42029,428,Central
1331,42091,428,Central
1332,42045,428,Central
1333,42101,428,Central
1334,10003,428,Central
1335,24015,428,Central
1336,34033,428,Central
1337,04013,429,Central
1338,04021,429,Central
1339,28109,406,Central
1342,05025,340,Outlying
1343,05069,340,Central
1344,05079,340,Outlying
1345,37125,246,Central
1347,42003,430,Central
1348,42005,430,Outlying
1349,42007,430,Central
1350,42019,430,Central
1351,42051,430,Outlying
1352,42125,430,Central
1353,42129,430,Central
1355,48189,352,Central
1358,18099,515,Central
1361,39053,170,Central
1362,54053,170,Central
1364,72001,434,Outlying
1365,72075,434,Outlying
1366,72113,434,Central
1367,72149,434,Outlying
1368,17105,145,Central
1371,35041,188,Central
1373,23005,438,Central
1374,23023,438,Outlying
1375,23031,438,Central
1376,41005,440,Central
1377,41009,440,Outlying
1378,41051,440,Central
1379,41067,440,Central
1380,41071,440,Outlying
1381,53011,440,Central
1382,53059,440,Outlying
1383,48057,544,Central
1384,12085,370,Central
1385,12111,370,Central
1386,39145,170,Central
1388,36027,408,Central
1389,36071,408,Central
1392,41013,140,Central
1393,25005,148,Central
1394,44001,148,Central
1395,44003,148,Central
1396,44005,148,Central
1397,44007,148,Central
1398,44009,148,Central
1399,49023,482,Outlying
1400,49049,482,Central
1401,08101,444,Central
1402,53075,446,Central
1403,12015,412,Central
1404,17001,448,Central
1405,29111,448,Outlying
1406,55101,376,Central
1407,37069,450,Outlying
1408,37101,450,Central
1409,37183,450,Central
1410,46093,452,Central
1411,46103,452,Central
1412,48489,154,Central
1413,42011,428,Central
1414,06103,454,Central
1415,06089,454,Central
1416,27049,378,Central
1417,32029,456,Outlying
1418,32031,456,Central
1419,16043,292,Outlying
1420,16065,292,Central
1421,18177,458,Central
1439,21065,336,Outlying
1440,21151,336,Central
1441,48427,365,Central
1442,06065,348,Central
1443,06071,348,Central
1451,37083,468,Central
1452,37131,468,Outlying
1453,17141,466,Central
1454,27039,462,Outlying
1455,27045,462,Outlying
1456,27109,462,Central
1457,27157,462,Outlying
1458,36051,464,Outlying
1459,36055,464,Central
1460,36069,464,Central
1461,36073,464,Outlying
1462,36117,464,Outlying
1463,36123,464,Outlying
1464,17007,466,Central
1465,17201,466,Central
1467,48007,204,Central
1469,37065,468,Central
1470,37127,468,Central
1472,13115,122,Central
1478,22061,384,Central
1480,06017,472,Central
1481,06061,472,Central
1482,06067,472,Central
1483,06113,472,Outlying
1485,26145,474,Central
1486,27009,378,Central
1487,27145,378,Central
1489,20043,312,Outlying
1490,29003,312,Outlying
1491,29021,312,Central
1492,29063,312,Outlying
1493,17005,476,Outlying
1494,17013,476,Outlying
1495,17027,476,Outlying
1496,17083,476,Outlying
1497,17117,476,Outlying
1498,17119,476,Central
1499,17133,476,Central
1500,17163,476,Central
1501,29071,476,Outlying
1502,29099,476,Central
1503,29113,476,Outlying
1504,29183,476,Central
1505,29189,476,Central
1506,29219,476,Outlying
1507,29510,476,Central
1508,13039,300,Central
1510,39029,566,Central
1511,41047,440,Central
1512,41053,440,Central
1516,10005,480,Central
1517,24039,480,Outlying
1518,24045,480,Central
1519,24047,480,Outlying
1520,49035,482,Central
1521,49045,482,Outlying
1525,48013,484,Outlying
1526,48019,484,Outlying
1527,48029,484,Central
1528,48091,484,Central
1529,48187,484,Central
1530,48259,484,Outlying
1531,48325,484,Outlying
1532,48493,484,Outlying
1535,39043,184,Central
1536,37105,246,Central
1537,06001,488,Central
1538,06013,488,Outlying
1539,06075,488,Central
1540,06081,488,Central
1541,06041,488,Central
1542,72023,364,Central
1543,72079,364,Central
1544,72121,364,Central
1545,72125,364,Central
1546,06069,488,Outlying
1547,06085,488,Central
1548,72007,490,Central
1549,72009,490,Central
1550,72017,490,Outlying
1551,72019,490,Central
1552,72021,490,Central
1553,72025,490,Central
1554,72029,490,Central
1555,72031,490,Central
1556,72033,490,Central
1557,72035,490,Central
1558,72037,490,Outlying
1559,72039,490,Central
1560,72041,490,Central
1561,72045,490,Central
1562,72047,490,Central
1563,72051,490,Central
1564,72053,490,Outlying
1565,72054,490,Outlying
1566,72061,490,Central
1567,72063,490,Central
1568,72069,490,Central
1569,72077,490,Central
1570,72085,490,Central
1571,72087,490,Central
1572,72089,490,Outlying
1573,72091,490,Central
1574,72095,490,Outlying
1575,72101,490,Central
1576,72103,490,Outlying
1577,72105,490,Central
1578,72107,490,Central
1579,72119,490,Central
1580,72127,490,Central
1581,72129,490,Central
1582,72135,490,Central
1583,72137,490,Central
1584,72139,490,Central
1585,72143,490,Central
1586,72145,490,Central
1587,72151,490,Central
1589,06087,488,Central
1590,35049,106,Central
1591,72133,434,Central
1593,06097,488,Central
1595,13029,496,Central
1596,13051,496,Central
1597,13103,496,Outlying
1602,01071,497,Central
1603,18143,350,Central
1607,05145,340,Central
1608,53033,500,Central
1609,53061,500,Central
1610,53053,500,Central
1611,12061,370,Central
1614,42109,146,Central
1615,01047,388,Central
1616,45073,273,Central
1617,36099,464,Central
1618,47155,315,Central
1619,18071,294,Central
1620,55078,267,Outlying
1621,55115,267,Central
1622,40125,416,Central
1624,37045,172,Central
1625,47003,400,Central
1626,53045,500,Central
1628,48181,206,Central
1630,22015,508,Central
1631,22017,508,Central
1632,22031,508,Outlying
1633,39149,212,Central
1635,29201,164,Central
1647,42111,306,Central
1649,18141,515,Central
1650,26027,515,Central
1651,45083,273,Central
1652,46081,452,Central
1653,19041,517,Central
1654,19059,517,Central
1655,53063,518,Central
1656,53065,518,Outlying
1657,17129,522,Outlying
1658,17167,522,Central
1667,39023,212,Central
1670,42027,524,Central
1671,13031,496,Central
1672,51015,277,Central
1673,51790,277,Central
1674,51820,277,Central
1675,08107,525,Central
1678,17195,221,Central
1679,55097,554,Central
1681,06077,488,Central
1683,26149,310,Central
1685,13055,174,Central
1688,42097,146,Central
1691,36053,532,Outlying
1692,36067,532,Central
1693,36075,532,Outlying
1695,01121,142,Central
1705,17021,522,Central
1715,12119,422,Central
1716,13293,122,Central
1718,39147,534,Central
1720,13257,122,Central
1721,39051,534,Outlying
1722,39095,534,Central
1723,39123,534,Outlying
1724,39173,534,Central
1730,09005,408,Central
1735,34021,408,Central
1737,06057,472,Central
1738,04019,536,Central
1742,40037,538,Central
1743,40111,538,Outlying
1744,40113,538,Central
1745,40117,538,Outlying
1746,40131,538,Outlying
1747,40143,538,Central
1748,40145,538,Central
1749,28057,539,Outlying
1750,28081,539,Central
1751,28115,539,Outlying
1752,28117,539,Outlying
1759,48423,540,Central
1761,45087,273,Central
1762,47131,362,Central
1763,39021,212,Central
1772,06095,488,Central
1773,39161,338,Central
1777,28149,298,Central
1778,48175,544,Outlying
1779,48469,544,Central
1783,34011,428,Central
1785,37029,545,Outlying
1786,37053,545,Outlying
1787,37073,545,Outlying
1788,51073,545,Central
1789,51093,545,Outlying
1790,51095,545,Outlying
1791,51115,545,Outlying
1792,51175,545,Outlying
1793,51199,545,Central
1794,51550,545,Central
1795,51620,545,Outlying
1796,51650,545,Central
1797,51700,545,Central
1798,51710,545,Central
1799,51735,545,Central
1800,51740,545,Central
1801,51800,545,Central
1802,51810,545,Central
1803,51830,545,Outlying
1808,27167,244,Outlying
1809,38077,244,Central
1810,53071,313,Central
1811,39011,338,Central
1812,13153,356,Central
1813,13225,356,Outlying
1815,29101,312,Central
1816,18085,515,Central
1818,37013,272,Central
1819,24021,548,Outlying
1820,24031,548,Central
1821,11001,548,Central
1822,24009,548,Outlying
1823,24017,548,Outlying
1824,24033,548,Central
1825,51013,548,Central
1826,51043,548,Outlying
1827,51047,548,Outlying
1828,51059,548,Central
1829,51061,548,Central
1830,51107,548,Central
1831,51113,548,Outlying
1832,51153,548,Central
1833,51157,548,Outlying
1834,51177,548,Outlying
1835,51179,548,Central
1836,51187,548,Outlying
1837,51510,548,Central
1838,51600,548,Central
1839,51610,548,Central
1840,51630,548,Outlying
1841,51683,548,Central
1842,51685,548,Central
1843,54037,548,Outlying
1844,39047,198,Central
1850,55055,376,Central
1852,12049,422,Central
1853,55069,554,Outlying
1854,55073,554,Central
1858,39081,430,Central
1859,54009,430,Central
1860,54029,430,Central
1864,28025,200,Central
1868,55127,376,Central
1869,20015,556,Outlying
1870,20079,556,Outlying
1871,20173,556,Central
1872,20191,556,Outlying
1876,42081,558,Central
1881,39027,178,Central
1882,37195,468,Central
1883,51069,548,Central
1884,51840,548,Central
1885,54027,548,Outlying
1886,20035,556,Central
1889,37057,268,Central
1890,37059,268,Central
1891,37067,268,Central
1892,37169,268,Central
1893,37197,268,Outlying
1894,55141,554,Central
1897,39169,184,Central
1898,09015,148,Central
1899,25027,148,Central
1903,72055,434,Central
1904,72059,434,Central
1905,72111,434,Central
1906,72153,434,Central
1907,42133,276,Central
1908,39099,566,Central
1909,39155,566,Central
1910,42085,566,Central
1911,06101,472,Central
1912,06115,472,Central
1914,39119,198,Central
